ダウンロードした時刻：2026/08/05 11:00:18

,羽田,羽田,羽田
2023/5/16,25.7,14.1,20.1
2023/5/17,29.9,16.4,22.7
2023/5/18,31.3,19.7,24.2
2023/5/19,24.2,17.2,20.9
2023/5/20,21.8,17.5,19.1
2023/5/21,26.1,17.1,20.9
2023/5/22,27.3,17.6,22.6
2023/5/23,18.0,13.8,15.3
2023/5/24,23.7,13.6,19.0
2023/5/25,23.7,16.4,19.4
2023/5/26,24.0,16.6,20.4
2023/5/27,26.0,17.8,21.4
2023/5/28,24.1,18.6,21.6
2023/5/29,22.5,19.7,20.6
2023/5/30,25.1,19.8,21.4
2023/5/31,21.5,17.7,19.7
2023/6/1,25.7,16.9,21.3
2023/6/2,24.8,20.0,22.2
2023/6/3,24.7,17.6,20.2
2023/6/4,26.9,18.5,22.4
2023/6/5,28.7,19.2,23.1
2023/6/6,25.2,17.4,21.0
2023/6/7,27.3,17.1,22.0
2023/6/8,28.0,18.8,22.7
2023/6/9,22.8,18.6,21.1
2023/6/10,25.0,20.1,22.2
2023/6/11,23.4,20.5,21.6
2023/6/12,22.6,21.0,21.7
2023/6/13,29.2,20.3,23.7
2023/6/14,27.4,21.8,24.0
2023/6/15,24.6,20.9,22.3
2023/6/16,30.7,20.3,24.8
2023/6/17,30.7,20.8,25.6
2023/6/18,29.1,21.6,25.3
2023/6/19,25.9,21.1,23.5
2023/6/20,26.5,20.0,22.6
2023/6/21,25.8,19.5,22.6
2023/6/22,23.9,17.6,20.7
2023/6/23,24.4,17.5,21.5
2023/6/24,29.2,22.3,24.8
2023/6/25,30.5,22.6,25.2
2023/6/26,29.7,22.8,25.3
2023/6/27,29.3,23.3,25.8
2023/6/28,30.8,24.2,26.9
2023/6/29,32.3,24.3,27.2
2023/6/30,30.5,24.4,27.2
2023/7/1,29.3,21.8,25.8
2023/7/2,31.0,21.4,25.8
2023/7/3,30.3,24.2,26.6
2023/7/4,28.5,22.1,25.7
2023/7/5,28.3,22.8,25.5
2023/7/6,31.4,22.5,26.3
2023/7/7,33.5,25.2,27.7
2023/7/8,32.2,25.2,27.9
2023/7/9,32.6,26.1,29.1
2023/7/10,33.4,25.6,29.2
2023/7/11,32.4,25.4,28.5
2023/7/12,36.2,24.9,30.2
2023/7/13,30.6,26.7,28.7
2023/7/14,29.8,24.8,26.9
2023/7/15,32.1,27.1,29.2
2023/7/16,32.6,25.8,29.4
2023/7/17,35.0,25.5,30.4
2023/7/18,36.3,26.2,30.2
2023/7/19,32.9,26.2,29.6
2023/7/20,30.7,25.4,27.8
2023/7/21,30.6,24.7,26.9
2023/7/22,31.4,24.4,27.1
2023/7/23,32.2,24.2,27.2
2023/7/24,35.1,24.6,28.4
2023/7/25,35.6,25.7,29.6
2023/7/26,37.1,25.3,30.1
2023/7/27,35.9,27.0,30.2
2023/7/28,34.6,27.1,29.8
2023/7/29,33.8,27.0,29.6
2023/7/30,34.3,27.4,30.1
2023/7/31,34.0,27.9,30.2
2023/8/1,32.2,23.2,27.4
2023/8/2,33.3,25.2,28.9
2023/8/3,33.4,27.5,30.0
2023/8/4,34.8,28.1,31.0
2023/8/5,33.3,28.2,30.1
2023/8/6,33.7,26.1,28.6
2023/8/7,33.5,26.2,29.4
2023/8/8,34.2,27.1,29.8
2023/8/9,33.0,26.4,28.5
2023/8/10,32.7,27.0,29.3
2023/8/11,32.3,26.1,29.1
2023/8/12,33.4,27.2,29.4
2023/8/13,31.8,26.7,28.5
2023/8/14,32.1,27.0,29.0
2023/8/15,32.8,25.6,29.2
2023/8/16,31.8,26.2,28.7
2023/8/17,33.8,27.5,30.0
2023/8/18,33.5,27.4,29.7
2023/8/19,34.0,26.7,29.8
2023/8/20,33.8,26.6,30.1
2023/8/21,33.2,26.6,29.8
2023/8/22,31.5,26.8,29.0
2023/8/23,33.4,27.6,29.6
2023/8/24,32.7,27.3,29.7
2023/8/25,33.5,27.4,29.9
2023/8/26,33.1,26.2,29.1
2023/8/27,31.9,26.8,28.5
2023/8/28,34.4,26.9,30.0
2023/8/29,33.7,27.7,29.9
2023/8/30,33.2,27.3,29.7
2023/8/31,32.9,26.8,29.2
2023/9/1,33.0,26.7,29.4
2023/9/2,34.9,26.3,29.8
2023/9/3,32.7,26.2,29.0
2023/9/4,29.7,25.6,26.9
2023/9/5,33.3,25.7,29.7
2023/9/6,32.0,24.2,28.0
2023/9/7,29.5,25.7,27.2
2023/9/8,25.7,20.7,22.8
2023/9/9,30.5,22.5,25.8
2023/9/10,32.7,25.7,28.4
2023/9/11,32.3,25.6,28.2
2023/9/12,31.6,24.4,27.7
2023/9/13,32.0,24.0,27.8
2023/9/14,32.2,25.7,28.7
2023/9/15,31.9,26.0,28.6
2023/9/16,32.3,26.5,28.5
2023/9/17,32.5,27.0,29.0
2023/9/18,32.4,27.1,29.0
2023/9/19,32.4,26.6,29.3
2023/9/20,32.0,26.3,28.4
2023/9/21,30.1,25.6,27.7
2023/9/22,29.6,22.8,25.9
2023/9/23,24.3,21.6,22.8
2023/9/24,25.3,20.8,22.9
2023/9/25,26.5,19.9,23.0
2023/9/26,28.3,20.9,24.9
2023/9/27,29.4,23.5,26.0
2023/9/28,32.7,23.8,27.6
2023/9/29,29.1,24.7,26.4
2023/9/30,27.4,24.6,26.1
2023/10/1,30.4,23.7,26.7
2023/10/2,25.7,21.1,23.6
2023/10/3,25.8,19.6,23.3
2023/10/4,24.0,18.6,19.7
2023/10/5,25.9,18.3,21.1
2023/10/6,26.1,14.6,21.4
2023/10/7,24.9,18.2,21.1
2023/10/8,21.3,15.6,18.8
2023/10/9,18.3,14.5,16.2
2023/10/10,24.9,17.3,20.7
2023/10/11,23.1,18.4,20.5
2023/10/12,22.7,16.8,20.0
2023/10/13,22.5,16.4,19.3
2023/10/14,23.0,14.6,19.4
2023/10/15,19.4,15.0,16.5
2023/10/16,25.5,13.5,19.9
2023/10/17,23.8,16.8,20.4
2023/10/18,23.0,16.2,20.1
2023/10/19,26.4,16.1,21.6
2023/10/20,27.4,17.8,23.5
2023/10/21,22.2,15.5,19.6
2023/10/22,20.3,12.6,16.7
2023/10/23,21.4,13.4,17.5
2023/10/24,22.4,14.8,19.2
2023/10/25,22.0,15.2,18.6
2023/10/26,22.5,13.7,18.7
2023/10/27,23.9,14.5,19.0
2023/10/28,21.2,15.1,18.4
2023/10/29,20.9,14.1,17.5
2023/10/30,20.7,12.8,17.7
2023/10/31,20.4,15.5,18.5
2023/11/1,22.8,14.3,18.9
2023/11/2,23.2,14.4,18.7
2023/11/3,24.1,15.1,19.6
2023/11/4,26.2,16.0,20.8
2023/11/5,24.0,18.9,20.4
2023/11/6,25.2,18.7,22.0
2023/11/7,27.2,17.5,23.2
2023/11/8,20.6,16.5,18.3
2023/11/9,20.1,15.7,17.8
2023/11/10,18.8,15.0,16.8
2023/11/11,17.5,12.5,15.1
2023/11/12,12.9,9.3,11.0
2023/11/13,16.2,9.0,12.0
2023/11/14,17.2,7.1,13.3
2023/11/15,14.5,10.8,13.1
2023/11/16,17.1,10.2,14.2
2023/11/17,16.1,10.5,13.1
2023/11/18,17.9,9.2,13.9
2023/11/19,19.4,7.5,13.8
2023/11/20,18.6,8.9,13.4
2023/11/21,17.8,9.3,13.2
2023/11/22,19.7,9.1,15.1
2023/11/23,20.9,11.7,16.2
2023/11/24,24.6,12.1,18.8
2023/11/25,13.4,9.8,11.4
2023/11/26,10.3,6.1,8.6
2023/11/27,16.1,7.8,12.3
2023/11/28,22.8,10.1,16.6
2023/11/29,17.8,10.3,13.6
2023/11/30,16.4,8.9,12.1
2023/12/1,12.2,6.3,9.5
2023/12/2,13.2,5.0,9.7
2023/12/3,16.0,5.1,10.1
2023/12/4,13.5,7.0,10.5
2023/12/5,11.5,6.4,9.4
2023/12/6,16.1,9.1,12.4
2023/12/7,20.1,9.4,14.5
2023/12/8,18.1,7.2,13.1
2023/12/9,18.1,8.1,13.0
2023/12/10,17.6,8.4,13.4
2023/12/11,16.5,12.7,14.3
2023/12/12,15.8,10.6,12.8
2023/12/13,15.5,8.8,11.9
2023/12/14,13.6,8.5,11.4
2023/12/15,21.1,8.9,13.1
2023/12/16,24.1,12.9,18.9
2023/12/17,18.1,6.5,11.9
2023/12/18,12.0,4.4,8.1
2023/12/19,10.1,5.6,8.0
2023/12/20,12.0,6.5,9.3
2023/12/21,12.7,4.0,8.6
2023/12/22,10.4,1.8,6.2
2023/12/23,10.1,1.0,6.3
2023/12/24,9.6,2.6,6.3
2023/12/25,11.3,2.0,7.3
2023/12/26,13.4,3.1,8.5
2023/12/27,13.3,5.7,9.5
2023/12/28,10.1,5.4,8.1
2023/12/29,12.4,3.3,8.5
2023/12/30,13.4,7.3,10.5
2023/12/31,12.8,7.7,10.2
