ダウンロードした時刻：2026/08/05 11:01:57

,羽田,羽田,羽田
2019/5/16,23.8,17.6,20.1
2019/5/17,24.5,17.5,20.2
2019/5/18,25.0,18.5,20.5
2019/5/19,24.8,17.2,20.2
2019/5/20,24.8,16.7,20.6
2019/5/21,21.8,17.8,20.1
2019/5/22,23.1,16.2,19.5
2019/5/23,26.5,17.0,21.3
2019/5/24,29.0,18.5,23.0
2019/5/25,30.9,19.5,24.1
2019/5/26,30.9,20.0,25.0
2019/5/27,30.6,19.7,24.8
2019/5/28,27.7,19.4,23.5
2019/5/29,24.4,18.5,20.4
2019/5/30,25.5,18.6,21.5
2019/5/31,24.7,20.0,21.8
2019/6/1,25.2,19.2,21.9
2019/6/2,25.2,20.1,22.1
2019/6/3,24.7,20.1,22.1
2019/6/4,27.8,19.8,22.7
2019/6/5,25.4,20.9,22.9
2019/6/6,29.0,20.3,24.4
2019/6/7,22.9,19.5,21.3
2019/6/8,23.9,19.8,20.9
2019/6/9,19.9,16.3,18.3
2019/6/10,18.1,16.0,17.2
2019/6/11,22.7,16.1,18.9
2019/6/12,21.7,16.0,18.5
2019/6/13,25.8,15.5,20.9
2019/6/14,26.8,18.0,22.4
2019/6/15,20.7,17.1,18.1
2019/6/16,30.9,17.8,24.6
2019/6/17,27.9,19.7,23.8
2019/6/18,26.9,20.0,23.0
2019/6/19,27.4,20.3,23.6
2019/6/20,26.7,21.1,23.3
2019/6/21,28.8,21.4,24.4
2019/6/22,24.4,21.3,22.4
2019/6/23,23.1,20.6,21.9
2019/6/24,21.6,18.9,20.0
2019/6/25,26.7,18.1,22.2
2019/6/26,28.2,20.6,24.6
2019/6/27,29.1,24.1,26.2
2019/6/28,30.4,21.6,25.3
2019/6/29,21.9,19.5,20.8
2019/6/30,27.0,21.0,22.9
2019/7/1,25.4,21.8,23.1
2019/7/2,27.6,22.3,24.2
2019/7/3,27.5,22.3,24.8
2019/7/4,26.1,21.4,23.2
2019/7/5,24.0,20.4,22.1
2019/7/6,23.1,20.0,21.4
2019/7/7,21.3,19.0,20.1
2019/7/8,23.0,19.4,20.6
2019/7/9,21.5,19.0,20.0
2019/7/10,24.3,18.7,20.9
2019/7/11,23.1,18.7,20.5
2019/7/12,22.4,18.9,20.8
2019/7/13,27.2,21.0,23.7
2019/7/14,23.7,20.4,21.7
2019/7/15,24.2,20.4,21.6
2019/7/16,22.3,19.6,20.9
2019/7/17,26.6,20.8,23.6
2019/7/18,30.9,21.9,25.7
2019/7/19,30.7,24.1,27.1
2019/7/20,27.6,24.2,25.7
2019/7/21,27.0,22.9,24.9
2019/7/22,24.3,21.8,23.0
2019/7/23,27.7,22.9,24.5
2019/7/24,30.8,24.2,26.8
2019/7/25,31.8,24.5,27.8
2019/7/26,32.9,25.2,28.5
2019/7/27,30.3,25.8,27.8
2019/7/28,31.0,25.4,27.8
2019/7/29,32.0,25.8,28.8
2019/7/30,32.3,26.5,29.1
2019/7/31,33.1,27.0,29.7
2019/8/1,34.7,26.9,30.3
2019/8/2,34.3,27.0,29.8
2019/8/3,33.1,26.5,29.2
2019/8/4,33.8,26.4,29.4
2019/8/5,33.9,26.2,29.7
2019/8/6,33.4,27.8,30.0
2019/8/7,33.6,27.6,30.0
2019/8/8,33.3,27.3,29.6
2019/8/9,33.7,27.3,29.6
2019/8/10,34.0,26.3,29.6
2019/8/11,34.0,26.5,29.1
2019/8/12,32.1,26.4,28.5
2019/8/13,34.0,27.1,29.0
2019/8/14,33.3,27.0,29.7
2019/8/15,33.0,26.2,29.9
2019/8/16,30.7,28.0,28.9
2019/8/17,33.6,28.1,30.3
2019/8/18,33.0,26.3,29.6
2019/8/19,30.7,27.0,28.2
2019/8/20,33.6,25.5,28.2
2019/8/21,31.5,25.0,27.6
2019/8/22,29.6,24.3,27.1
2019/8/23,30.6,25.3,27.9
2019/8/24,30.9,25.3,27.8
2019/8/25,30.9,22.6,26.4
2019/8/26,27.8,23.2,25.3
2019/8/27,29.1,23.4,26.0
2019/8/28,29.1,24.1,27.1
2019/8/29,34.3,26.5,29.6
2019/8/30,29.1,24.3,27.1
2019/8/31,31.8,25.4,28.1
2019/9/1,31.0,25.6,27.7
2019/9/2,32.0,25.0,28.2
2019/9/3,28.5,23.5,26.2
2019/9/4,26.3,23.2,24.2
2019/9/5,28.9,23.6,26.3
2019/9/6,32.9,24.8,28.4
2019/9/7,31.9,25.2,28.1
2019/9/8,31.4,26.8,28.7
2019/9/9,,,29.0
2019/9/10,34.3,26.4,29.7
2019/9/11,31.8,25.9,27.8
2019/9/12,27.1,23.6,25.7
2019/9/13,24.0,21.8,23.1
2019/9/14,25.1,19.7,23.0
2019/9/15,28.9,22.6,25.4
2019/9/16,25.3,22.3,23.7
2019/9/17,28.5,23.4,25.4
2019/9/18,23.8,19.6,21.6
2019/9/19,25.5,20.3,22.7
2019/9/20,25.6,20.1,22.8
2019/9/21,23.9,21.3,22.5
2019/9/22,26.7,20.8,22.9
2019/9/23,31.1,21.1,26.7
2019/9/24,30.1,23.6,26.4
2019/9/25,26.7,22.1,24.1
2019/9/26,25.5,21.2,23.0
2019/9/27,26.5,20.4,23.3
2019/9/28,29.0,21.0,24.8
2019/9/29,27.0,23.4,24.9
2019/9/30,27.7,22.6,25.1
2019/10/1,27.8,22.4,24.4
2019/10/2,28.0,21.5,24.2
2019/10/3,29.2,21.2,25.1
2019/10/4,29.1,22.6,25.8
2019/10/5,29.2,23.0,26.0
2019/10/6,23.7,19.4,21.4
2019/10/7,24.1,18.9,20.7
2019/10/8,28.5,18.9,23.0
2019/10/9,24.6,19.8,21.7
2019/10/10,24.1,17.0,20.1
2019/10/11,22.4,17.2,20.5
2019/10/12,24.9,21.7,23.6
2019/10/13,28.6,20.3,24.8
2019/10/14,20.3,15.9,17.7
2019/10/15,20.9,16.7,18.6
2019/10/16,18.1,14.9,16.7
2019/10/17,19.0,16.3,17.1
2019/10/18,19.1,15.9,17.5
2019/10/19,22.6,15.3,18.6
2019/10/20,22.6,19.0,20.7
2019/10/21,20.2,16.1,18.7
2019/10/22,18.3,15.0,16.6
2019/10/23,22.6,13.6,18.5
2019/10/24,20.5,16.5,18.7
2019/10/25,17.3,15.2,16.2
2019/10/26,25.0,14.1,19.3
2019/10/27,20.8,16.6,18.7
2019/10/28,20.0,16.3,17.9
2019/10/29,17.1,13.6,15.6
2019/10/30,20.7,12.9,17.0
2019/10/31,20.3,15.9,17.9
2019/11/1,21.4,13.6,18.0
2019/11/2,18.5,15.0,16.7
2019/11/3,18.2,13.9,16.6
2019/11/4,18.6,13.2,16.1
2019/11/5,17.7,10.3,15.0
2019/11/6,19.5,11.2,15.7
2019/11/7,23.1,11.3,17.1
2019/11/8,17.9,13.7,15.9
2019/11/9,16.2,12.4,14.4
2019/11/10,17.3,12.3,15.2
2019/11/11,17.7,11.3,14.5
2019/11/12,22.0,10.8,16.5
2019/11/13,17.7,14.0,15.4
2019/11/14,22.2,13.3,18.6
2019/11/15,15.8,11.7,13.9
2019/11/16,18.0,9.3,14.1
2019/11/17,19.6,10.5,15.3
2019/11/18,22.7,10.0,17.3
2019/11/19,21.2,13.2,16.9
2019/11/20,15.9,10.3,12.8
2019/11/21,15.2,10.2,12.8
2019/11/22,13.3,7.5,9.7
2019/11/23,14.1,10.5,12.4
2019/11/24,20.7,13.7,17.2
2019/11/25,18.7,13.6,16.3
2019/11/26,13.7,8.2,9.9
2019/11/27,11.9,8.3,10.1
2019/11/28,12.9,6.2,10.0
2019/11/29,9.7,4.3,6.8
2019/11/30,11.5,4.7,8.7
2019/12/1,13.2,5.6,9.3
2019/12/2,18.7,8.7,12.7
2019/12/3,16.0,11.5,13.7
2019/12/4,14.4,6.5,11.5
2019/12/5,13.2,7.4,10.6
2019/12/6,10.4,7.7,9.1
2019/12/7,8.4,4.8,6.7
2019/12/8,12.1,4.2,8.9
2019/12/9,10.1,4.9,7.9
2019/12/10,13.8,7.2,11.2
2019/12/11,15.7,10.2,13.2
2019/12/12,20.3,8.5,13.1
2019/12/13,9.6,7.6,8.6
2019/12/14,17.4,4.6,10.7
2019/12/15,12.2,7.9,9.9
2019/12/16,12.2,4.0,9.3
2019/12/17,11.5,7.7,9.9
2019/12/18,18.1,7.8,12.8
2019/12/19,11.7,9.1,10.1
2019/12/20,14.7,7.6,11.3
2019/12/21,10.2,7.6,9.0
2019/12/22,9.8,6.6,8.1
2019/12/23,11.1,4.4,7.7
2019/12/24,12.7,6.7,9.3
2019/12/25,9.1,5.4,7.3
2019/12/26,11.7,5.3,9.0
2019/12/27,14.5,5.5,9.9
2019/12/28,11.0,5.6,7.9
2019/12/29,10.3,5.7,8.2
2019/12/30,10.5,6.5,8.3
2019/12/31,17.0,4.5,9.2
