ダウンロードした時刻：2026/08/05 11:02:24

,羽田,羽田,羽田
2018/5/16,27.4,20.0,23.2
2018/5/17,26.6,20.4,23.2
2018/5/18,25.4,19.5,22.1
2018/5/19,23.8,16.4,20.8
2018/5/20,19.6,13.7,16.7
2018/5/21,25.3,15.7,20.6
2018/5/22,25.9,17.1,20.9
2018/5/23,21.3,17.0,18.8
2018/5/24,25.3,16.8,21.0
2018/5/25,26.4,19.7,23.1
2018/5/26,24.3,19.0,21.5
2018/5/27,26.0,18.0,21.2
2018/5/28,25.7,19.4,21.9
2018/5/29,27.2,21.1,23.3
2018/5/30,24.4,17.7,21.0
2018/5/31,22.3,18.0,20.3
2018/6/1,25.0,19.1,21.6
2018/6/2,26.6,19.5,22.0
2018/6/3,27.4,18.1,22.4
2018/6/4,28.0,19.3,23.4
2018/6/5,28.1,19.7,23.4
2018/6/6,23.0,19.3,20.8
2018/6/7,26.9,18.9,22.4
2018/6/8,26.8,21.0,23.9
2018/6/9,30.5,22.2,25.3
2018/6/10,22.3,19.4,20.8
2018/6/11,21.1,19.0,19.9
2018/6/12,26.6,19.3,21.1
2018/6/13,24.9,18.5,21.5
2018/6/14,23.2,19.8,20.8
2018/6/15,20.2,16.7,18.3
2018/6/16,18.0,15.1,16.5
2018/6/17,22.2,15.8,18.8
2018/6/18,22.0,19.1,20.3
2018/6/19,26.8,19.4,22.7
2018/6/20,22.6,19.9,20.9
2018/6/21,24.7,19.3,22.0
2018/6/22,26.6,20.2,23.5
2018/6/23,22.8,19.2,20.8
2018/6/24,25.8,19.5,22.2
2018/6/25,32.2,20.9,25.7
2018/6/26,29.1,22.6,25.3
2018/6/27,31.6,24.6,27.6
2018/6/28,31.0,24.3,26.8
2018/6/29,31.0,24.0,27.2
2018/6/30,30.4,25.0,27.5
2018/7/1,30.3,24.9,27.2
2018/7/2,31.3,25.3,28.1
2018/7/3,31.0,25.7,27.5
2018/7/4,30.5,25.7,27.5
2018/7/5,29.3,25.8,27.2
2018/7/6,26.8,19.9,23.0
2018/7/7,29.3,20.1,25.5
2018/7/8,31.7,24.6,27.9
2018/7/9,31.2,25.2,27.7
2018/7/10,31.9,26.0,28.2
2018/7/11,32.5,26.0,28.7
2018/7/12,29.8,24.7,26.8
2018/7/13,33.5,25.9,29.1
2018/7/14,34.5,26.3,29.9
2018/7/15,34.4,26.6,29.4
2018/7/16,32.7,27.2,29.4
2018/7/17,32.4,27.2,29.3
2018/7/18,34.0,27.4,29.8
2018/7/19,33.4,26.9,29.5
2018/7/20,32.8,27.3,29.5
2018/7/21,33.2,27.9,30.1
2018/7/22,34.8,27.1,30.9
2018/7/23,36.7,29.0,31.7
2018/7/24,33.9,26.7,29.8
2018/7/25,32.5,26.4,28.9
2018/7/26,30.4,25.2,27.1
2018/7/27,28.1,23.7,25.6
2018/7/28,28.8,20.9,24.9
2018/7/29,32.9,25.9,28.5
2018/7/30,31.2,26.0,27.8
2018/7/31,33.1,25.5,28.5
2018/8/1,34.9,26.3,30.2
2018/8/2,35.9,26.5,30.1
2018/8/3,34.1,27.0,29.8
2018/8/4,33.6,27.8,29.8
2018/8/5,33.8,27.7,30.2
2018/8/6,31.2,25.2,28.2
2018/8/7,25.4,22.2,23.5
2018/8/8,26.2,22.4,24.6
2018/8/9,32.9,24.3,27.9
2018/8/10,32.8,27.4,29.4
2018/8/11,32.9,25.8,29.0
2018/8/12,30.3,25.7,27.7
2018/8/13,33.4,26.6,28.9
2018/8/14,33.1,26.7,29.6
2018/8/15,32.7,27.6,29.5
2018/8/16,33.3,26.3,29.3
2018/8/17,30.0,23.4,26.8
2018/8/18,27.0,20.8,23.2
2018/8/19,28.4,20.9,24.4
2018/8/20,26.9,23.7,24.9
2018/8/21,33.7,23.9,28.2
2018/8/22,33.0,27.3,29.6
2018/8/23,34.3,26.6,29.9
2018/8/24,31.2,26.9,28.7
2018/8/25,36.1,27.5,31.0
2018/8/26,35.5,26.4,30.7
2018/8/27,36.8,26.2,29.6
2018/8/28,31.2,24.7,27.1
2018/8/29,28.6,24.4,26.5
2018/8/30,34.0,25.7,29.3
2018/8/31,35.0,25.8,30.1
2018/9/1,32.6,23.5,27.6
2018/9/2,24.6,21.8,23.4
2018/9/3,27.0,22.5,24.7
2018/9/4,32.0,24.1,27.5
2018/9/5,32.1,22.7,28.3
2018/9/6,32.3,26.4,28.7
2018/9/7,31.4,26.3,28.0
2018/9/8,32.9,26.6,28.6
2018/9/9,31.3,26.3,28.2
2018/9/10,29.4,22.3,25.8
2018/9/11,24.9,21.1,22.4
2018/9/12,24.3,20.0,21.8
2018/9/13,25.7,19.9,23.2
2018/9/14,24.7,20.8,22.8
2018/9/15,23.2,20.2,21.8
2018/9/16,25.6,22.2,23.4
2018/9/17,29.6,21.6,24.9
2018/9/18,27.6,21.7,23.9
2018/9/19,26.4,19.7,22.9
2018/9/20,23.7,16.2,20.9
2018/9/21,20.5,16.2,18.6
2018/9/22,24.3,20.1,22.5
2018/9/23,27.3,22.7,24.4
2018/9/24,27.1,22.6,24.7
2018/9/25,23.9,19.5,21.8
2018/9/26,20.5,16.9,18.9
2018/9/27,18.5,16.0,17.1
2018/9/28,24.5,15.1,20.1
2018/9/29,21.8,18.2,19.9
2018/9/30,27.3,17.8,21.2
2018/10/1,32.0,21.8,26.7
2018/10/2,25.3,19.0,22.5
2018/10/3,22.6,19.2,21.2
2018/10/4,21.5,20.1,20.9
2018/10/5,20.8,18.2,19.3
2018/10/6,29.4,18.7,23.8
2018/10/7,32.1,23.9,27.5
2018/10/8,24.0,21.0,22.4
2018/10/9,25.8,20.4,22.5
2018/10/10,25.0,20.2,22.4
2018/10/11,24.7,21.0,22.5
2018/10/12,24.4,19.0,20.7
2018/10/13,19.1,16.2,18.2
2018/10/14,20.3,14.1,17.4
2018/10/15,20.3,17.6,18.9
2018/10/16,21.0,17.2,19.3
2018/10/17,22.2,16.8,18.9
2018/10/18,21.0,16.4,18.1
2018/10/19,20.0,15.5,17.9
2018/10/20,21.5,14.6,17.8
2018/10/21,21.1,15.5,18.1
2018/10/22,21.1,13.5,17.6
2018/10/23,17.5,13.8,15.8
2018/10/24,21.3,14.6,18.2
2018/10/25,20.8,16.8,18.7
2018/10/26,20.5,16.2,18.4
2018/10/27,24.4,16.8,20.5
2018/10/28,20.3,15.9,18.1
2018/10/29,21.6,13.2,18.0
2018/10/30,22.7,13.0,18.4
2018/10/31,19.0,13.3,16.4
2018/11/1,19.8,12.4,15.5
2018/11/2,18.1,12.7,15.6
2018/11/3,18.8,11.8,16.2
2018/11/4,17.4,14.7,16.1
2018/11/5,21.6,15.7,18.7
2018/11/6,20.9,17.4,18.6
2018/11/7,19.2,16.2,17.7
2018/11/8,20.4,14.9,17.6
2018/11/9,18.0,14.9,16.4
2018/11/10,21.0,16.4,18.6
2018/11/11,19.1,15.3,17.4
2018/11/12,18.2,14.3,16.6
2018/11/13,17.4,14.2,16.1
2018/11/14,16.5,13.0,14.7
2018/11/15,16.3,10.4,14.0
2018/11/16,16.9,9.3,14.1
2018/11/17,19.2,12.8,15.8
2018/11/18,16.3,12.4,14.5
2018/11/19,15.7,12.2,14.1
2018/11/20,14.1,11.1,12.9
2018/11/21,17.5,8.3,13.2
2018/11/22,14.8,10.3,12.9
2018/11/23,15.2,9.5,12.2
2018/11/24,12.4,9.0,10.7
2018/11/25,14.4,7.5,11.5
2018/11/26,16.2,8.0,13.4
2018/11/27,16.8,11.7,14.8
2018/11/28,17.3,10.4,15.1
2018/11/29,15.9,12.1,13.5
2018/11/30,15.3,10.9,13.5
2018/12/1,16.4,8.3,12.6
2018/12/2,12.6,9.5,11.1
2018/12/3,15.6,9.2,13.3
2018/12/4,23.6,13.3,18.1
2018/12/5,21.8,13.9,17.3
2018/12/6,14.1,9.2,11.3
2018/12/7,16.4,11.1,13.4
2018/12/8,12.1,9.3,10.4
2018/12/9,10.4,7.0,8.9
2018/12/10,8.7,5.9,7.3
2018/12/11,8.1,4.1,6.5
2018/12/12,12.1,3.9,8.2
2018/12/13,9.8,6.2,8.4
2018/12/14,10.5,4.1,7.5
2018/12/15,9.7,5.3,7.3
2018/12/16,6.8,2.0,5.2
2018/12/17,11.0,4.6,7.9
2018/12/18,12.7,5.6,9.8
2018/12/19,14.0,5.4,9.8
2018/12/20,13.0,5.5,10.1
2018/12/21,13.2,5.9,10.3
2018/12/22,13.1,9.3,10.8
2018/12/23,12.8,9.4,11.2
2018/12/24,12.0,5.9,9.2
2018/12/25,9.8,4.9,7.1
2018/12/26,11.5,3.0,8.4
2018/12/27,12.8,5.6,10.2
2018/12/28,8.3,3.2,5.5
2018/12/29,9.9,0.8,5.5
2018/12/30,10.6,2.9,6.0
2018/12/31,9.4,3.0,6.1
