ダウンロードした時刻：2026/08/05 11:03:20

,羽田,羽田,羽田
2016/5/15,21.3,13.4,17.2
2016/5/16,23.8,15.3,19.4
2016/5/17,21.1,15.9,19.0
2016/5/18,24.0,15.5,19.8
2016/5/19,22.6,16.1,19.4
2016/5/20,19.5,15.4,17.2
2016/5/21,23.9,14.4,18.9
2016/5/22,27.7,18.0,22.0
2016/5/23,29.5,17.7,23.6
2016/5/24,28.4,19.9,23.3
2016/5/25,24.0,20.2,21.7
2016/5/26,26.0,20.4,22.6
2016/5/27,22.8,17.6,19.8
2016/5/28,22.9,16.8,19.8
2016/5/29,26.8,17.7,22.0
2016/5/30,21.9,16.3,18.0
2016/5/31,24.8,17.1,20.4
2016/6/1,25.5,18.6,21.6
2016/6/2,25.4,17.0,20.8
2016/6/3,23.7,15.0,19.7
2016/6/4,25.8,18.1,22.0
2016/6/5,22.1,17.1,19.6
2016/6/6,23.2,17.3,19.9
2016/6/7,21.2,18.5,19.8
2016/6/8,25.5,18.5,21.6
2016/6/9,23.5,19.8,21.6
2016/6/10,27.4,20.3,23.3
2016/6/11,28.5,19.0,23.4
2016/6/12,27.7,20.9,23.7
2016/6/13,22.2,19.6,20.5
2016/6/14,25.3,20.0,22.2
2016/6/15,22.2,19.6,20.9
2016/6/16,24.7,20.0,22.3
2016/6/17,28.6,19.8,24.0
2016/6/18,31.4,22.1,26.5
2016/6/19,28.4,21.4,24.3
2016/6/20,27.6,21.2,23.8
2016/6/21,25.1,21.3,23.3
2016/6/22,24.5,21.4,22.9
2016/6/23,26.9,21.8,23.3
2016/6/24,25.2,21.7,23.1
2016/6/25,29.1,22.7,26.0
2016/6/26,28.8,22.0,24.9
2016/6/27,27.3,21.7,24.0
2016/6/28,23.0,17.4,19.8
2016/6/29,24.6,20.4,22.0
2016/6/30,26.6,20.5,23.0
2016/7/1,29.1,22.5,25.1
2016/7/2,30.6,23.0,26.1
2016/7/3,35.0,24.0,28.2
2016/7/4,32.3,24.1,27.4
2016/7/5,25.7,20.7,22.2
2016/7/6,26.2,20.6,23.2
2016/7/7,34.1,22.8,26.6
2016/7/8,28.6,22.3,24.7
2016/7/9,24.5,21.4,23.0
2016/7/10,30.8,21.3,25.2
2016/7/11,32.6,22.9,26.9
2016/7/12,30.4,24.6,26.6
2016/7/13,26.9,23.9,25.5
2016/7/14,31.5,22.6,26.3
2016/7/15,25.0,21.7,23.1
2016/7/16,27.9,21.4,24.2
2016/7/17,28.3,24.0,26.1
2016/7/18,30.9,25.2,27.8
2016/7/19,31.0,25.4,27.8
2016/7/20,28.9,23.8,26.2
2016/7/21,25.0,21.3,22.5
2016/7/22,23.3,21.5,22.4
2016/7/23,25.1,20.5,22.6
2016/7/24,27.5,20.9,23.8
2016/7/25,27.9,21.7,24.6
2016/7/26,27.1,23.0,24.4
2016/7/27,27.9,23.2,24.7
2016/7/28,30.4,23.0,26.7
2016/7/29,31.7,23.1,27.0
2016/7/30,31.4,23.1,26.9
2016/7/31,30.3,25.5,26.9
2016/8/1,30.2,24.9,27.1
2016/8/2,28.4,23.3,26.0
2016/8/3,31.5,24.6,27.4
2016/8/4,32.8,25.6,28.5
2016/8/5,32.7,25.9,28.6
2016/8/6,33.1,25.3,28.7
2016/8/7,32.0,25.3,28.5
2016/8/8,32.3,26.3,28.8
2016/8/9,38.0,27.5,32.3
2016/8/10,33.0,26.0,28.6
2016/8/11,29.9,25.3,27.0
2016/8/12,30.5,24.4,26.3
2016/8/13,30.6,24.1,26.4
2016/8/14,30.1,23.7,26.2
2016/8/15,31.8,24.4,27.5
2016/8/16,31.7,24.6,27.0
2016/8/17,34.4,23.5,28.9
2016/8/18,33.0,26.1,28.3
2016/8/19,30.6,25.6,27.7
2016/8/20,29.5,24.6,26.6
2016/8/21,33.8,25.1,28.4
2016/8/22,28.9,23.5,26.7
2016/8/23,30.7,24.9,27.4
2016/8/24,30.6,24.0,26.7
2016/8/25,32.1,24.6,27.7
2016/8/26,32.7,24.8,28.1
2016/8/27,27.5,22.0,24.8
2016/8/28,24.7,21.6,22.9
2016/8/29,29.5,22.9,26.2
2016/8/30,30.1,24.1,26.3
2016/8/31,31.1,24.7,27.7
2016/9/1,31.1,23.8,27.7
2016/9/2,30.3,23.4,26.3
2016/9/3,29.5,24.7,26.5
2016/9/4,30.6,24.6,27.1
2016/9/5,32.5,24.4,28.0
2016/9/6,32.2,26.7,28.8
2016/9/7,31.4,25.3,27.5
2016/9/8,32.0,25.5,27.4
2016/9/9,30.7,25.0,27.4
2016/9/10,30.1,24.4,26.7
2016/9/11,25.6,21.8,23.1
2016/9/12,26.9,22.4,24.7
2016/9/13,24.6,22.1,23.4
2016/9/14,25.3,21.6,23.5
2016/9/15,26.1,22.4,24.4
2016/9/16,24.6,22.7,23.6
2016/9/17,28.9,22.8,25.5
2016/9/18,27.4,23.3,25.6
2016/9/19,23.7,19.9,22.0
2016/9/20,21.3,18.4,20.0
2016/9/21,23.1,18.5,20.8
2016/9/22,21.3,18.6,20.0
2016/9/23,22.3,19.6,21.1
2016/9/24,23.6,20.8,22.3
2016/9/25,27.5,20.8,24.0
2016/9/26,28.3,22.2,24.9
2016/9/27,28.3,23.1,25.5
2016/9/28,31.4,25.5,27.8
2016/9/29,28.1,23.0,25.0
2016/9/30,23.8,20.3,21.9
2016/10/1,23.2,17.8,20.3
2016/10/2,26.7,20.8,23.0
2016/10/3,27.7,20.9,23.2
2016/10/4,30.0,21.0,24.9
2016/10/5,27.2,22.6,24.3
2016/10/6,30.7,22.6,26.4
2016/10/7,23.6,20.5,21.7
2016/10/8,26.7,18.9,22.6
2016/10/9,26.5,19.9,23.4
2016/10/10,19.9,18.1,18.9
2016/10/11,20.2,17.1,18.2
2016/10/12,21.9,15.4,18.9
2016/10/13,19.4,15.8,16.9
2016/10/14,19.3,14.3,17.3
2016/10/15,21.7,13.1,17.9
2016/10/16,22.6,15.1,18.8
2016/10/17,20.6,16.5,18.9
2016/10/18,25.1,18.1,21.4
2016/10/19,23.1,20.0,21.2
2016/10/20,26.7,19.3,22.2
2016/10/21,20.3,17.7,18.9
2016/10/22,18.9,16.0,17.6
2016/10/23,20.8,16.3,18.5
2016/10/24,17.8,13.2,15.4
2016/10/25,18.2,11.5,15.2
2016/10/26,25.1,13.9,20.0
2016/10/27,23.1,16.4,20.1
2016/10/28,17.3,11.1,13.7
2016/10/29,21.1,12.8,16.6
2016/10/30,13.7,11.4,12.8
2016/10/31,17.8,10.7,15.1
2016/11/1,16.4,12.6,14.4
2016/11/2,13.3,10.0,11.9
2016/11/3,19.5,9.2,14.0
2016/11/4,18.5,10.7,15.0
2016/11/5,20.5,12.5,15.7
2016/11/6,20.0,12.2,16.0
2016/11/7,13.8,9.1,11.8
2016/11/8,13.8,7.2,11.3
2016/11/9,14.4,8.6,11.4
2016/11/10,12.3,8.4,10.4
2016/11/11,13.2,6.3,10.0
2016/11/12,17.7,11.0,15.0
2016/11/13,19.9,11.6,15.1
2016/11/14,16.7,13.0,15.0
2016/11/15,18.7,13.5,15.5
2016/11/16,15.1,11.7,13.4
2016/11/17,16.9,10.6,13.5
2016/11/18,16.2,8.1,12.4
2016/11/19,13.0,8.6,11.1
2016/11/20,19.4,10.4,14.8
2016/11/21,16.1,11.3,14.0
2016/11/22,18.3,11.1,14.6
2016/11/23,16.0,8.5,12.2
2016/11/24,9.0,2.3,4.2
2016/11/25,11.2,1.5,7.2
2016/11/26,13.2,4.7,9.7
2016/11/27,13.6,8.9,11.4
2016/11/28,14.7,10.6,12.2
2016/11/29,14.6,8.5,11.4
2016/11/30,11.7,6.6,9.6
2016/12/1,18.1,6.5,11.4
2016/12/2,15.4,10.6,12.9
2016/12/3,15.4,8.4,12.4
2016/12/4,17.9,8.8,13.1
2016/12/5,18.1,10.2,13.8
2016/12/6,17.4,7.7,11.7
2016/12/7,10.5,6.0,8.6
2016/12/8,13.8,4.0,9.9
2016/12/9,17.8,5.6,12.4
2016/12/10,12.1,6.7,9.5
2016/12/11,10.8,4.9,7.7
2016/12/12,10.8,3.3,8.0
2016/12/13,16.3,5.4,10.5
2016/12/14,11.3,6.9,9.2
2016/12/15,10.0,4.3,7.3
2016/12/16,10.0,2.4,5.6
2016/12/17,12.8,0.9,7.8
2016/12/18,12.3,3.0,8.3
2016/12/19,14.6,5.3,10.8
2016/12/20,13.0,7.2,10.8
2016/12/21,14.1,6.7,11.2
2016/12/22,20.3,9.6,15.5
2016/12/23,19.8,9.6,15.6
2016/12/24,12.1,7.4,9.7
2016/12/25,10.0,6.6,8.3
2016/12/26,14.5,4.8,8.5
2016/12/27,19.0,6.6,13.0
2016/12/28,9.0,3.5,6.9
2016/12/29,14.0,1.6,5.9
2016/12/30,10.0,3.2,6.8
2016/12/31,11.6,3.2,7.5
