ダウンロードした時刻：2026/08/05 11:01:14

,羽田,羽田,羽田
2021/5/16,22.9,18.9,20.3
2021/5/17,24.5,20.2,22.7
2021/5/18,24.3,17.1,20.7
2021/5/19,19.0,16.3,17.6
2021/5/20,21.6,17.9,19.6
2021/5/21,25.2,18.8,22.6
2021/5/22,22.8,18.6,20.3
2021/5/23,24.3,16.0,19.8
2021/5/24,26.8,18.0,21.4
2021/5/25,28.1,18.0,22.1
2021/5/26,23.7,18.7,20.9
2021/5/27,20.3,15.8,17.6
2021/5/28,24.6,16.3,20.7
2021/5/29,26.9,20.5,22.9
2021/5/30,24.4,19.4,21.4
2021/5/31,25.0,17.1,20.8
2021/6/1,24.2,17.0,20.1
2021/6/2,26.0,18.7,22.3
2021/6/3,25.9,19.1,22.1
2021/6/4,24.4,19.6,21.8
2021/6/5,24.7,20.4,22.0
2021/6/6,23.4,20.5,21.9
2021/6/7,28.0,20.5,23.3
2021/6/8,29.5,19.3,23.9
2021/6/9,28.6,20.0,24.5
2021/6/10,28.8,20.5,23.8
2021/6/11,27.4,20.1,23.3
2021/6/12,27.3,19.5,23.5
2021/6/13,27.7,22.5,24.5
2021/6/14,23.2,19.6,21.5
2021/6/15,28.6,20.0,23.9
2021/6/16,25.0,21.6,22.8
2021/6/17,24.9,19.9,22.3
2021/6/18,26.3,19.1,22.7
2021/6/19,23.9,20.1,21.3
2021/6/20,26.9,19.8,23.1
2021/6/21,26.3,19.8,22.7
2021/6/22,26.7,19.8,22.9
2021/6/23,24.8,21.0,22.8
2021/6/24,26.6,20.3,22.8
2021/6/25,27.1,21.5,23.5
2021/6/26,27.1,21.7,24.2
2021/6/27,25.8,22.3,23.6
2021/6/28,27.2,21.7,24.3
2021/6/29,28.2,20.0,22.8
2021/6/30,23.9,19.8,21.6
2021/7/1,23.5,20.8,21.7
2021/7/2,24.8,20.8,21.8
2021/7/3,24.7,21.1,22.2
2021/7/4,21.1,19.9,20.4
2021/7/5,24.8,20.1,22.1
2021/7/6,27.6,22.1,24.8
2021/7/7,27.9,22.9,25.1
2021/7/8,24.1,22.6,23.5
2021/7/9,25.7,22.5,24.0
2021/7/10,32.4,23.6,26.8
2021/7/11,30.7,22.8,25.1
2021/7/12,30.9,22.3,26.2
2021/7/13,27.8,23.7,25.1
2021/7/14,29.1,23.1,25.4
2021/7/15,29.3,23.3,26.3
2021/7/16,32.5,24.9,27.6
2021/7/17,32.7,23.6,27.5
2021/7/18,32.7,25.1,28.1
2021/7/19,33.8,26.0,28.8
2021/7/20,33.6,25.7,28.8
2021/7/21,34.0,24.9,28.8
2021/7/22,33.6,25.1,28.6
2021/7/23,34.0,25.3,28.9
2021/7/24,33.2,25.7,28.6
2021/7/25,33.2,25.5,28.6
2021/7/26,30.5,25.1,27.5
2021/7/27,30.6,21.8,25.9
2021/7/28,31.2,24.5,27.9
2021/7/29,32.0,25.6,28.3
2021/7/30,31.3,25.0,27.5
2021/7/31,31.2,25.0,27.6
2021/8/1,33.6,25.0,29.0
2021/8/2,32.1,26.0,28.4
2021/8/3,34.3,25.8,29.6
2021/8/4,34.6,26.2,29.7
2021/8/5,34.3,24.4,28.8
2021/8/6,34.1,25.8,29.5
2021/8/7,31.7,26.0,28.2
2021/8/8,30.0,25.5,27.1
2021/8/9,31.8,26.7,29.2
2021/8/10,35.9,27.7,30.9
2021/8/11,33.3,26.2,28.7
2021/8/12,28.4,24.8,26.3
2021/8/13,27.0,21.9,23.5
2021/8/14,28.1,21.5,24.3
2021/8/15,21.8,19.2,20.3
2021/8/16,23.0,19.8,21.7
2021/8/17,26.4,21.9,23.9
2021/8/18,31.7,25.1,27.6
2021/8/19,31.7,25.4,28.2
2021/8/20,31.8,26.4,28.6
2021/8/21,31.4,26.2,28.1
2021/8/22,32.9,26.6,28.8
2021/8/23,28.5,24.3,26.8
2021/8/24,30.8,24.8,27.6
2021/8/25,33.1,27.1,29.5
2021/8/26,34.7,26.1,29.8
2021/8/27,32.1,27.3,29.4
2021/8/28,34.5,26.6,29.5
2021/8/29,31.0,26.9,28.6
2021/8/30,32.2,25.9,29.0
2021/8/31,31.0,23.6,27.3
2021/9/1,24.4,19.0,21.9
2021/9/2,21.3,19.3,20.3
2021/9/3,22.0,19.4,20.5
2021/9/4,23.5,19.9,21.6
2021/9/5,25.1,19.2,21.7
2021/9/6,21.6,19.8,20.7
2021/9/7,23.6,18.5,21.1
2021/9/8,23.7,18.2,21.3
2021/9/9,22.8,19.3,21.1
2021/9/10,28.4,21.5,24.5
2021/9/11,29.4,22.6,24.8
2021/9/12,26.1,23.3,24.5
2021/9/13,28.5,22.6,25.1
2021/9/14,25.1,19.6,22.8
2021/9/15,26.8,20.1,23.1
2021/9/16,25.7,20.9,22.8
2021/9/17,24.6,19.8,22.5
2021/9/18,26.6,22.7,24.5
2021/9/19,26.9,20.8,23.9
2021/9/20,26.1,19.3,22.8
2021/9/21,26.5,20.5,23.2
2021/9/22,28.8,21.3,25.3
2021/9/23,30.9,23.4,27.5
2021/9/24,28.6,22.3,25.3
2021/9/25,24.5,21.0,22.5
2021/9/26,22.2,19.0,20.7
2021/9/27,23.5,18.5,21.0
2021/9/28,25.0,19.3,21.8
2021/9/29,25.0,19.7,22.1
2021/9/30,27.2,20.5,23.3
2021/10/1,21.6,17.9,20.0
2021/10/2,27.9,16.7,22.5
2021/10/3,25.5,20.1,22.4
2021/10/4,28.3,20.3,24.0
2021/10/5,28.0,20.9,24.5
2021/10/6,26.4,20.9,23.0
2021/10/7,23.7,18.8,21.6
2021/10/8,28.5,21.1,24.1
2021/10/9,25.6,20.7,22.9
2021/10/10,25.8,19.8,22.2
2021/10/11,27.9,21.0,24.6
2021/10/12,23.6,18.8,21.2
2021/10/13,19.2,17.1,18.2
2021/10/14,22.8,17.2,19.6
2021/10/15,25.0,17.6,21.4
2021/10/16,23.9,20.5,21.9
2021/10/17,23.5,12.9,17.0
2021/10/18,17.4,11.8,14.6
2021/10/19,16.0,12.5,14.4
2021/10/20,22.2,12.1,16.8
2021/10/21,18.0,13.5,16.0
2021/10/22,16.8,11.5,12.7
2021/10/23,19.0,11.7,15.2
2021/10/24,18.1,11.2,14.8
2021/10/25,17.7,11.5,15.1
2021/10/26,20.3,12.0,16.0
2021/10/27,16.9,14.2,15.7
2021/10/28,20.6,14.7,17.7
2021/10/29,19.0,13.6,16.2
2021/10/30,18.2,10.5,15.6
2021/10/31,17.0,13.5,15.1
2021/11/1,20.5,14.0,17.5
2021/11/2,21.0,16.4,18.2
2021/11/3,21.3,13.9,17.8
2021/11/4,19.1,14.0,16.7
2021/11/5,18.8,12.6,16.4
2021/11/6,18.9,12.1,15.9
2021/11/7,18.8,14.1,16.2
2021/11/8,20.6,13.5,17.1
2021/11/9,20.1,15.1,17.3
2021/11/10,21.3,15.5,17.7
2021/11/11,21.1,14.0,17.2
2021/11/12,20.7,12.0,16.2
2021/11/13,17.5,10.0,13.7
2021/11/14,20.4,9.8,14.4
2021/11/15,18.7,9.5,15.1
2021/11/16,17.9,13.0,15.2
2021/11/17,16.7,12.1,14.6
2021/11/18,16.9,10.8,14.0
2021/11/19,17.1,9.7,13.5
2021/11/20,17.8,10.1,14.1
2021/11/21,15.1,10.7,13.5
2021/11/22,19.6,12.5,15.0
2021/11/23,16.0,10.4,13.9
2021/11/24,16.5,9.2,12.9
2021/11/25,18.8,7.0,13.7
2021/11/26,15.6,9.3,13.0
2021/11/27,13.9,7.5,10.5
2021/11/28,14.6,5.6,10.4
2021/11/29,12.6,5.2,9.6
2021/11/30,17.1,5.4,11.9
2021/12/1,21.3,10.7,16.7
2021/12/2,13.3,7.8,10.8
2021/12/3,17.4,6.2,11.1
2021/12/4,14.3,6.6,11.1
2021/12/5,11.3,7.3,9.5
2021/12/6,12.1,7.9,10.3
2021/12/7,15.2,10.9,12.8
2021/12/8,11.7,9.9,10.7
2021/12/9,13.2,9.4,10.9
2021/12/10,12.3,6.8,9.9
2021/12/11,15.8,4.9,10.5
2021/12/12,18.0,9.1,12.7
2021/12/13,13.2,6.4,10.3
2021/12/14,7.6,5.0,6.3
2021/12/15,12.4,3.3,8.2
2021/12/16,15.1,4.5,10.6
2021/12/17,13.3,5.8,10.1
2021/12/18,8.8,2.8,5.1
2021/12/19,10.0,0.9,5.6
2021/12/20,11.1,1.8,7.4
2021/12/21,13.2,3.5,8.9
2021/12/22,13.6,5.4,9.6
2021/12/23,12.9,6.0,9.1
2021/12/24,11.9,4.6,9.2
2021/12/25,13.1,5.5,9.1
2021/12/26,7.3,1.3,4.2
2021/12/27,8.2,-1.0,4.0
2021/12/28,9.1,0.4,4.9
2021/12/29,8.5,2.1,5.7
2021/12/30,16.0,2.6,8.1
2021/12/31,7.3,1.1,4.1
