ダウンロードした時刻：2026/08/05 11:02:54

,羽田,羽田,羽田
2017/5/16,21.6,16.7,18.6
2017/5/17,19.2,16.4,17.3
2017/5/18,22.6,16.4,18.3
2017/5/19,25.5,16.1,20.0
2017/5/20,27.4,17.6,21.6
2017/5/21,29.6,17.9,23.4
2017/5/22,26.4,20.1,22.4
2017/5/23,25.2,19.7,21.9
2017/5/24,25.8,19.6,22.1
2017/5/25,24.4,19.1,21.2
2017/5/26,20.9,18.0,19.3
2017/5/27,26.5,18.2,21.3
2017/5/28,25.3,18.2,20.8
2017/5/29,25.8,17.9,21.5
2017/5/30,26.5,18.9,22.8
2017/5/31,25.9,21.5,23.1
2017/6/1,25.0,20.2,22.0
2017/6/2,29.3,19.5,23.7
2017/6/3,25.5,16.2,21.5
2017/6/4,25.5,17.2,21.1
2017/6/5,24.1,17.4,20.0
2017/6/6,23.9,16.8,19.8
2017/6/7,23.6,18.9,20.8
2017/6/8,25.0,19.0,21.6
2017/6/9,26.2,20.6,22.7
2017/6/10,30.3,20.2,24.4
2017/6/11,24.5,19.6,21.3
2017/6/12,25.3,17.7,20.8
2017/6/13,19.4,16.5,17.8
2017/6/14,23.6,15.9,19.7
2017/6/15,26.6,18.3,21.4
2017/6/16,27.3,19.3,22.8
2017/6/17,25.5,19.0,21.8
2017/6/18,22.0,18.9,20.0
2017/6/19,28.9,18.9,22.7
2017/6/20,27.8,18.1,22.4
2017/6/21,24.8,19.9,22.8
2017/6/22,27.9,20.6,24.5
2017/6/23,28.9,19.4,23.9
2017/6/24,28.3,21.4,24.2
2017/6/25,23.6,22.0,22.7
2017/6/26,25.3,21.9,23.1
2017/6/27,24.9,21.7,23.1
2017/6/28,26.1,21.7,23.0
2017/6/29,28.7,21.7,24.5
2017/6/30,26.3,22.8,24.3
2017/7/1,25.3,23.2,24.2
2017/7/2,30.7,22.1,25.8
2017/7/3,30.9,24.1,27.4
2017/7/4,29.6,23.7,26.9
2017/7/5,29.9,23.4,26.2
2017/7/6,29.7,23.9,26.3
2017/7/7,30.6,23.5,26.8
2017/7/8,32.6,23.5,27.3
2017/7/9,31.0,24.1,26.8
2017/7/10,30.8,24.4,26.9
2017/7/11,30.7,24.5,27.0
2017/7/12,31.4,25.6,27.8
2017/7/13,30.7,25.6,27.6
2017/7/14,31.2,25.5,27.6
2017/7/15,31.6,24.2,27.6
2017/7/16,32.6,25.2,28.3
2017/7/17,32.3,25.9,28.9
2017/7/18,30.1,24.1,27.1
2017/7/19,31.0,24.1,26.7
2017/7/20,32.6,25.4,28.4
2017/7/21,33.1,26.3,29.0
2017/7/22,32.3,26.3,28.4
2017/7/23,28.8,26.1,27.2
2017/7/24,32.7,26.5,28.6
2017/7/25,33.3,26.8,29.1
2017/7/26,27.8,23.6,24.9
2017/7/27,26.9,22.9,24.4
2017/7/28,31.3,22.9,26.7
2017/7/29,31.0,24.3,26.9
2017/7/30,29.2,24.1,26.4
2017/7/31,33.2,24.4,28.0
2017/8/1,30.3,23.8,26.7
2017/8/2,25.0,22.1,23.4
2017/8/3,28.0,21.2,24.3
2017/8/4,28.0,23.1,25.4
2017/8/5,32.0,24.7,27.6
2017/8/6,32.6,26.1,28.5
2017/8/7,33.1,26.7,29.0
2017/8/8,34.4,27.2,29.2
2017/8/9,35.3,25.9,29.4
2017/8/10,28.5,24.0,25.8
2017/8/11,24.6,22.5,23.4
2017/8/12,28.1,21.7,24.6
2017/8/13,30.0,24.3,26.8
2017/8/14,25.7,23.8,24.9
2017/8/15,26.0,23.0,24.4
2017/8/16,23.6,21.8,22.7
2017/8/17,28.2,21.6,24.7
2017/8/18,31.5,24.1,26.8
2017/8/19,30.9,23.4,26.3
2017/8/20,28.1,23.3,25.5
2017/8/21,30.4,24.6,27.0
2017/8/22,30.7,25.8,27.9
2017/8/23,32.6,24.5,29.3
2017/8/24,35.1,26.3,29.5
2017/8/25,33.6,26.1,30.1
2017/8/26,33.2,27.1,29.2
2017/8/27,29.5,24.0,26.8
2017/8/28,30.9,23.4,26.7
2017/8/29,31.8,26.1,28.8
2017/8/30,33.3,24.5,28.3
2017/8/31,24.6,20.5,22.2
2017/9/1,25.5,18.9,21.9
2017/9/2,24.6,17.7,20.9
2017/9/3,26.7,18.5,23.0
2017/9/4,23.4,19.9,21.6
2017/9/5,26.6,20.2,23.4
2017/9/6,23.6,19.8,22.2
2017/9/7,24.1,21.7,22.8
2017/9/8,26.2,21.7,23.2
2017/9/9,28.4,21.9,24.4
2017/9/10,29.8,22.3,25.8
2017/9/11,30.2,23.5,26.2
2017/9/12,27.9,23.4,26.2
2017/9/13,29.6,23.0,26.2
2017/9/14,29.2,23.5,25.8
2017/9/15,27.1,21.4,23.7
2017/9/16,23.4,19.5,21.2
2017/9/17,21.7,18.9,19.9
2017/9/18,31.3,21.1,27.3
2017/9/19,28.3,22.9,25.3
2017/9/20,27.1,22.4,24.2
2017/9/21,29.3,20.8,24.6
2017/9/22,26.0,20.4,22.7
2017/9/23,23.8,18.3,20.8
2017/9/24,25.1,19.8,22.2
2017/9/25,27.7,21.1,24.0
2017/9/26,27.5,21.5,24.0
2017/9/27,28.2,22.0,24.5
2017/9/28,24.9,17.7,20.2
2017/9/29,24.5,17.9,20.7
2017/9/30,23.3,19.0,21.4
2017/10/1,24.2,18.3,21.4
2017/10/2,25.8,20.3,23.3
2017/10/3,26.2,19.7,22.2
2017/10/4,20.2,17.2,18.9
2017/10/5,19.6,15.9,17.6
2017/10/6,19.2,15.2,16.9
2017/10/7,23.3,15.6,19.6
2017/10/8,23.9,19.2,21.0
2017/10/9,25.9,18.3,21.3
2017/10/10,27.7,19.9,23.5
2017/10/11,23.4,20.7,21.8
2017/10/12,28.2,20.2,23.1
2017/10/13,20.5,15.3,16.7
2017/10/14,16.6,14.5,15.6
2017/10/15,17.1,15.0,16.2
2017/10/16,15.3,13.1,13.8
2017/10/17,16.4,12.7,14.6
2017/10/18,18.6,13.7,15.6
2017/10/19,14.0,11.0,12.2
2017/10/20,17.8,12.4,15.3
2017/10/21,18.1,15.8,17.2
2017/10/22,18.7,17.4,18.2
2017/10/23,24.3,16.3,19.9
2017/10/24,17.3,14.9,15.8
2017/10/25,15.9,12.8,14.3
2017/10/26,18.9,12.9,15.8
2017/10/27,19.4,11.6,16.0
2017/10/28,16.8,14.5,15.6
2017/10/29,18.2,14.1,15.3
2017/10/30,19.4,13.1,16.5
2017/10/31,16.6,11.9,14.2
2017/11/1,18.2,11.6,14.8
2017/11/2,19.8,11.7,16.4
2017/11/3,20.8,13.3,17.2
2017/11/4,20.0,12.9,16.5
2017/11/5,17.3,11.5,14.0
2017/11/6,20.5,10.5,15.1
2017/11/7,22.4,12.7,16.8
2017/11/8,19.8,13.7,17.6
2017/11/9,19.0,12.4,15.6
2017/11/10,18.9,11.6,14.6
2017/11/11,21.6,12.7,17.7
2017/11/12,15.1,11.1,13.1
2017/11/13,16.6,9.3,13.0
2017/11/14,15.3,12.1,13.5
2017/11/15,16.0,11.2,14.0
2017/11/16,16.5,9.6,12.8
2017/11/17,13.3,8.8,11.3
2017/11/18,16.1,9.5,12.4
2017/11/19,12.0,7.9,9.9
2017/11/20,10.7,5.4,8.0
2017/11/21,11.8,5.5,9.4
2017/11/22,12.1,4.4,8.4
2017/11/23,15.8,7.4,11.2
2017/11/24,15.0,8.0,11.3
2017/11/25,13.9,5.4,10.1
2017/11/26,19.4,5.3,13.2
2017/11/27,15.0,10.9,12.4
2017/11/28,14.6,10.1,12.4
2017/11/29,16.6,8.3,13.0
2017/11/30,15.0,8.9,12.3
2017/12/1,10.5,8.3,9.5
2017/12/2,11.0,6.0,8.9
2017/12/3,12.0,6.5,9.7
2017/12/4,13.4,6.0,10.5
2017/12/5,15.6,6.0,10.3
2017/12/6,13.3,4.8,8.7
2017/12/7,11.0,4.8,8.3
2017/12/8,9.9,3.8,6.9
2017/12/9,10.3,4.7,7.9
2017/12/10,14.6,2.5,9.1
2017/12/11,17.9,7.8,12.7
2017/12/12,10.4,5.0,7.7
2017/12/13,10.0,4.8,7.1
2017/12/14,10.6,3.5,7.0
2017/12/15,8.9,4.8,7.0
2017/12/16,15.3,4.6,9.0
2017/12/17,10.2,5.1,7.3
2017/12/18,8.7,1.9,5.8
2017/12/19,14.3,1.6,7.7
2017/12/20,9.5,4.9,7.1
2017/12/21,10.1,2.9,7.4
2017/12/22,10.6,2.7,6.9
2017/12/23,12.4,2.0,8.0
2017/12/24,13.6,5.2,8.6
2017/12/25,15.3,6.4,10.6
2017/12/26,13.7,4.8,8.5
2017/12/27,8.6,2.6,5.2
2017/12/28,9.4,0.6,5.4
2017/12/29,10.1,4.0,7.0
2017/12/30,10.9,4.6,7.7
2017/12/31,6.2,2.6,5.1
