ダウンロードした時刻：2026/08/05 10:59:01

,羽田,羽田,羽田
2025/5/16,24.9,18.8,21.4
2025/5/17,24.5,18.5,21.6
2025/5/18,28.1,21.9,23.9
2025/5/19,22.4,17.5,19.5
2025/5/20,28.6,17.8,24.1
2025/5/21,28.0,20.0,23.5
2025/5/22,26.4,16.8,22.2
2025/5/23,21.3,16.6,18.6
2025/5/24,20.6,15.9,18.1
2025/5/25,24.8,15.2,18.2
2025/5/26,21.3,18.0,19.2
2025/5/27,19.7,16.8,18.1
2025/5/28,22.5,17.0,19.4
2025/5/29,21.9,17.0,19.2
2025/5/30,18.0,14.6,16.0
2025/5/31,17.5,15.4,16.5
2025/6/1,23.5,16.5,18.6
2025/6/2,24.3,16.2,20.2
2025/6/3,22.1,17.9,19.5
2025/6/4,27.2,18.3,22.1
2025/6/5,27.9,20.0,23.1
2025/6/6,27.8,19.9,23.4
2025/6/7,27.7,20.2,23.6
2025/6/8,26.3,20.0,22.9
2025/6/9,24.7,19.4,21.7
2025/6/10,24.3,19.5,21.0
2025/6/11,24.9,20.2,22.1
2025/6/12,26.2,20.6,22.9
2025/6/13,25.5,20.3,22.6
2025/6/14,26.2,20.7,22.7
2025/6/15,29.1,22.9,24.9
2025/6/16,30.9,23.1,26.3
2025/6/17,32.8,24.7,28.0
2025/6/18,31.5,24.4,27.3
2025/6/19,31.2,23.8,26.9
2025/6/20,29.8,24.1,26.4
2025/6/21,30.4,23.3,26.4
2025/6/22,31.3,24.6,27.5
2025/6/23,31.2,25.1,27.1
2025/6/24,29.9,25.0,27.0
2025/6/25,30.2,24.2,26.5
2025/6/26,32.1,24.6,27.5
2025/6/27,30.6,24.2,27.4
2025/6/28,31.4,25.4,28.1
2025/6/29,31.1,23.9,27.4
2025/6/30,31.5,24.9,27.7
2025/7/1,31.3,25.6,27.7
2025/7/2,31.0,25.8,27.6
2025/7/3,32.3,25.9,28.5
2025/7/4,32.8,25.3,28.2
2025/7/5,32.5,25.7,29.0
2025/7/6,33.3,27.1,29.7
2025/7/7,35.3,26.8,29.7
2025/7/8,35.2,27.0,30.3
2025/7/9,34.2,27.5,30.0
2025/7/10,35.2,23.2,28.8
2025/7/11,25.3,22.2,23.5
2025/7/12,27.8,21.5,24.4
2025/7/13,31.4,23.2,26.5
2025/7/14,30.4,25.1,27.4
2025/7/15,31.1,25.4,27.6
2025/7/16,29.4,25.6,27.0
2025/7/17,31.5,25.4,27.8
2025/7/18,31.8,25.9,28.2
2025/7/19,32.7,25.8,28.5
2025/7/20,31.9,26.5,28.8
2025/7/21,32.8,26.9,29.3
2025/7/22,32.4,26.9,29.1
2025/7/23,32.7,26.7,29.2
2025/7/24,33.8,27.0,29.8
2025/7/25,33.5,27.5,30.0
2025/7/26,33.3,27.6,29.9
2025/7/27,32.9,27.3,29.2
2025/7/28,34.7,26.6,29.5
2025/7/29,34.8,26.0,29.4
2025/7/30,32.1,26.4,28.9
2025/7/31,31.1,25.4,27.7
2025/8/1,30.5,24.4,27.1
2025/8/2,33.5,25.6,29.0
2025/8/3,32.4,26.1,29.5
2025/8/4,34.9,28.0,31.2
2025/8/5,35.6,29.1,31.4
2025/8/6,36.9,27.3,31.2
2025/8/7,35.8,27.5,30.4
2025/8/8,35.1,27.3,30.2
2025/8/9,33.4,26.0,28.6
2025/8/10,29.5,25.8,27.8
2025/8/11,28.8,26.9,27.7
2025/8/12,31.6,26.8,28.5
2025/8/13,30.6,25.5,27.5
2025/8/14,32.0,25.2,27.6
2025/8/15,32.0,26.0,28.4
2025/8/16,32.6,26.9,28.7
2025/8/17,33.5,27.0,29.6
2025/8/18,35.0,26.9,30.0
2025/8/19,33.2,27.0,29.7
2025/8/20,33.2,27.8,30.1
2025/8/21,36.1,27.4,31.1
2025/8/22,35.0,26.5,29.8
2025/8/23,34.7,27.8,30.4
2025/8/24,35.4,27.8,31.0
2025/8/25,33.5,27.8,30.1
2025/8/26,33.8,27.1,29.9
2025/8/27,34.6,28.4,30.6
2025/8/28,31.7,25.9,28.7
2025/8/29,34.0,26.0,28.7
2025/8/30,37.1,27.3,31.0
2025/8/31,36.1,27.0,30.1
2025/9/1,34.6,27.9,30.2
2025/9/2,34.9,28.4,30.9
2025/9/3,34.9,27.3,30.4
2025/9/4,29.5,26.0,27.4
2025/9/5,27.3,24.3,25.6
2025/9/6,31.7,24.5,27.5
2025/9/7,30.9,25.8,28.0
2025/9/8,34.0,25.4,29.2
2025/9/9,32.9,27.5,29.2
2025/9/10,32.9,27.6,29.3
2025/9/11,32.5,22.6,27.7
2025/9/12,27.8,24.0,25.4
2025/9/13,30.3,23.7,26.9
2025/9/14,33.6,27.2,29.3
2025/9/15,29.1,25.9,27.4
2025/9/16,32.8,26.3,28.8
2025/9/17,33.3,27.1,29.3
2025/9/18,33.5,23.7,28.8
2025/9/19,25.8,20.3,23.3
2025/9/20,27.4,21.5,24.8
2025/9/21,31.1,20.3,26.9
2025/9/22,25.3,21.0,23.1
2025/9/23,25.1,20.8,22.6
2025/9/24,25.8,20.0,22.8
2025/9/25,28.0,20.8,24.5
2025/9/26,29.3,22.9,25.9
2025/9/27,27.3,22.4,24.8
2025/9/28,29.0,22.1,25.0
2025/9/29,31.1,23.3,27.0
2025/9/30,26.2,22.4,23.9
2025/10/1,23.9,19.4,21.7
2025/10/2,25.8,18.3,22.4
2025/10/3,25.2,20.4,23.3
2025/10/4,24.7,21.1,22.3
2025/10/5,28.9,20.5,24.5
2025/10/6,29.2,22.1,24.4
2025/10/7,25.1,20.8,22.4
2025/10/8,26.0,20.3,23.4
2025/10/9,24.4,18.7,21.5
2025/10/10,23.0,18.4,20.6
2025/10/11,21.5,16.6,18.2
2025/10/12,22.8,16.7,20.1
2025/10/13,23.5,19.6,21.5
2025/10/14,20.9,16.7,19.2
2025/10/15,20.1,16.4,18.1
2025/10/16,21.4,16.5,18.7
2025/10/17,23.6,17.8,20.3
2025/10/18,25.7,16.5,21.6
2025/10/19,23.6,17.6,20.8
2025/10/20,19.7,16.0,18.0
2025/10/21,17.7,14.3,16.3
2025/10/22,16.2,12.5,14.0
2025/10/23,17.6,13.5,15.3
2025/10/24,16.5,13.4,14.8
2025/10/25,14.5,12.5,13.7
2025/10/26,17.6,13.9,15.9
2025/10/27,22.3,15.2,19.2
2025/10/28,21.0,14.7,17.5
2025/10/29,16.2,12.9,14.7
2025/10/30,18.2,12.2,15.4
2025/10/31,17.8,13.5,15.5
2025/11/1,22.1,13.5,17.9
2025/11/2,20.2,12.7,16.7
2025/11/3,20.2,11.1,14.9
2025/11/4,16.3,11.3,14.1
2025/11/5,16.2,10.8,14.2
2025/11/6,18.9,11.7,16.1
2025/11/7,21.9,13.7,16.9
2025/11/8,16.5,13.7,14.9
2025/11/9,14.6,10.8,12.9
2025/11/10,19.0,11.1,14.7
2025/11/11,16.1,10.9,13.8
2025/11/12,15.0,10.9,12.7
2025/11/13,13.9,10.2,12.1
2025/11/14,18.4,9.2,14.7
2025/11/15,17.0,13.5,14.9
2025/11/16,17.2,9.3,14.4
2025/11/17,22.8,11.3,17.1
2025/11/18,16.4,9.5,13.7
2025/11/19,13.5,7.7,10.3
2025/11/20,13.4,8.0,10.9
2025/11/21,17.2,6.5,11.9
2025/11/22,16.2,10.6,13.7
2025/11/23,15.7,11.2,13.4
2025/11/24,17.4,9.1,13.4
2025/11/25,14.0,8.9,11.9
2025/11/26,18.7,7.1,13.1
2025/11/27,15.6,8.2,13.2
2025/11/28,20.0,10.0,15.0
2025/11/29,14.1,10.2,12.2
2025/11/30,15.0,7.7,12.0
2025/12/1,22.4,7.3,14.7
2025/12/2,17.0,10.9,14.3
2025/12/3,14.2,7.3,12.1
2025/12/4,10.8,4.0,8.0
2025/12/5,11.8,3.2,8.1
2025/12/6,11.5,3.5,8.0
2025/12/7,14.3,3.6,9.6
2025/12/8,19.1,4.4,12.3
2025/12/9,13.2,7.8,11.0
2025/12/10,12.6,5.2,9.8
2025/12/11,16.8,6.4,11.8
2025/12/12,13.4,4.5,7.9
2025/12/13,8.9,4.4,6.3
2025/12/14,10.1,3.3,6.2
2025/12/15,14.0,5.4,9.8
2025/12/16,11.8,7.0,9.2
2025/12/17,13.9,4.4,9.8
2025/12/18,13.6,7.3,10.5
2025/12/19,11.6,5.6,9.3
2025/12/20,12.0,6.3,9.5
2025/12/21,19.6,9.4,14.2
2025/12/22,13.1,6.3,10.4
2025/12/23,9.6,4.9,7.6
2025/12/24,10.1,6.5,8.1
2025/12/25,12.1,9.4,10.6
2025/12/26,12.2,2.9,8.1
2025/12/27,6.2,2.6,4.5
2025/12/28,11.1,0.2,6.7
2025/12/29,13.0,4.6,8.7
2025/12/30,13.8,3.6,9.4
2025/12/31,11.7,5.6,9.5
